Source,Target,Type,Weight,relationship
B008,B032,Directed,2.3156870184,interbank_loan
B008,B034,Directed,0.2169745394,interbank_loan
B008,B037,Directed,0.9800619849,interbank_loan
B008,B070,Directed,0.8284089256,interbank_loan
B008,B076,Directed,0.9030142454,interbank_loan
B008,B082,Directed,1.2218267361,interbank_loan
B008,B114,Directed,1.3445386975,interbank_loan
B008,B115,Directed,0.7958351329,interbank_loan
B008,B141,Directed,0.0189121590,interbank_loan
B008,B146,Directed,0.6287047940,interbank_loan
B008,B153,Directed,0.8992196427,interbank_loan
B008,B168,Directed,2.7250220960,interbank_loan
B008,B178,Directed,10.9696085152,interbank_loan
B009,B003,Directed,0.1902390621,interbank_loan
B009,B004,Directed,0.5131808348,interbank_loan
B009,B006,Directed,0.3654093544,interbank_loan
B009,B005,Directed,0.0008514813,interbank_loan
B009,B010,Directed,0.0003145090,interbank_loan
B009,B013,Directed,0.4640300129,interbank_loan
B009,B034,Directed,0.0506615411,interbank_loan
B009,B035,Directed,0.3032473351,interbank_loan
B009,B047,Directed,0.0062908051,interbank_loan
B009,B066,Directed,0.1329304262,interbank_loan
B009,B069,Directed,0.2278072020,interbank_loan
B010,B003,Directed,0.0043199194,interbank_loan
B010,B006,Directed,0.0082976595,interbank_loan
B010,B001,Directed,0.0092907011,interbank_loan
B010,B012,Directed,0.0104703821,interbank_loan
B010,B096,Directed,0.0041551197,interbank_loan
B011,B003,Directed,0.4135475517,interbank_loan
B011,B006,Directed,0.7943381458,interbank_loan
B011,B034,Directed,0.1101296236,interbank_loan
B011,B189,Directed,1.1494361225,interbank_loan
B012,B006,Directed,3.2344770586,interbank_loan
B012,B001,Directed,3.6215705686,interbank_loan
B012,B004,Directed,4.5424990272,interbank_loan
B012,B007,Directed,4.2956425988,interbank_loan
B012,B005,Directed,0.0075370174,interbank_loan
B012,B009,Directed,2.2669014259,interbank_loan
B012,B013,Directed,4.1074329735,interbank_loan
B012,B015,Directed,2.8155824279,interbank_loan
B012,B017,Directed,3.3939139276,interbank_loan
B012,B018,Directed,0.5398094650,interbank_loan
B012,B029,Directed,2.1194570933,interbank_loan
B012,B047,Directed,0.0556840282,interbank_loan
B012,B051,Directed,2.2221139087,interbank_loan
B012,B054,Directed,3.8392982902,interbank_loan
B012,B055,Directed,4.6070914958,interbank_loan
B012,B057,Directed,0.0572045695,interbank_loan
B012,B065,Directed,1.5192104619,interbank_loan
B012,B066,Directed,1.1766540972,interbank_loan
B012,B067,Directed,1.3434608623,interbank_loan
B012,B074,Directed,2.1057228253,interbank_loan
B012,B076,Directed,1.8663308611,interbank_loan
B012,B079,Directed,1.1739191385,interbank_loan
B012,B080,Directed,3.0727199158,interbank_loan
B012,B081,Directed,2.8910607451,interbank_loan
B012,B088,Directed,2.5347092590,interbank_loan
B012,B089,Directed,0.9980289282,interbank_loan
B012,B090,Directed,1.6064256763,interbank_loan
B012,B097,Directed,1.3843851963,interbank_loan
B012,B101,Directed,2.4964760229,interbank_loan
B012,B104,Directed,10.5109953201,interbank_loan
B012,B110,Directed,9.6254802757,interbank_loan
B012,B115,Directed,1.6448153243,interbank_loan
B012,B117,Directed,3.8251737399,interbank_loan
B012,B118,Directed,1.1886466817,interbank_loan
B012,B120,Directed,0.6083922167,interbank_loan
B012,B122,Directed,2.6555410818,interbank_loan
B012,B127,Directed,0.1036330929,interbank_loan
B012,B134,Directed,0.8947223454,interbank_loan
B012,B141,Directed,0.0390872527,interbank_loan
B012,B153,Directed,1.8584882561,interbank_loan
B012,B158,Directed,1.9988219510,interbank_loan
B012,B167,Directed,1.4875592802,interbank_loan
B012,B168,Directed,5.6320183884,interbank_loan
B012,B170,Directed,6.5427278390,interbank_loan
B012,B175,Directed,0.3827207606,interbank_loan
B012,B176,Directed,1.1743318898,interbank_loan
B012,B190,Directed,2.2477789484,interbank_loan
B013,B008,Directed,0.0026062999,interbank_loan
B013,B007,Directed,0.0123726698,interbank_loan
B013,B024,Directed,0.0220623274,interbank_loan
B013,B040,Directed,0.0051816781,interbank_loan
B013,B042,Directed,0.0153340976,interbank_loan
B013,B050,Directed,0.0026077358,interbank_loan
B013,B090,Directed,0.0046269619,interbank_loan
B013,B106,Directed,0.0028240885,interbank_loan
B013,B129,Directed,0.0014197404,interbank_loan
B014,B006,Directed,0.8910141915,interbank_loan
B014,B018,Directed,0.1487034489,interbank_loan
B014,B024,Directed,2.1100686715,interbank_loan
B014,B175,Directed,0.1054296020,interbank_loan
B015,B006,Directed,0.8733765650,interbank_loan
B015,B009,Directed,0.6121108744,interbank_loan
B015,B004,Directed,1.2265698984,interbank_loan
B016,B012,Directed,0.1041601866,interbank_loan
B016,B002,Directed,0.0055359274,interbank_loan
B016,B088,Directed,0.0646872824,interbank_loan
B016,B142,Directed,0.0322879937,interbank_loan
B017,B006,Directed,0.1388214580,interbank_loan
B017,B002,Directed,0.0093100530,interbank_loan
B017,B009,Directed,0.0972937991,interbank_loan
B017,B003,Directed,0.0722730922,interbank_loan
B017,B018,Directed,0.0231682388,interbank_loan
B017,B040,Directed,0.0772125109,interbank_loan
B017,B079,Directed,0.0503837756,interbank_loan
B017,B090,Directed,0.0689466490,interbank_loan
B017,B114,Directed,0.1192668828,interbank_loan
B018,B003,Directed,0.1707813970,interbank_loan
B018,B016,Directed,0.1781063622,interbank_loan
B018,B001,Directed,0.3672936361,interbank_loan
B018,B037,Directed,0.2054300781,interbank_loan
B019,B006,Directed,0.8265239601,interbank_loan
B019,B026,Directed,0.1076779422,interbank_loan
B019,B079,Directed,0.2999781039,interbank_loan
B019,B091,Directed,0.1608323762,interbank_loan
B019,B121,Directed,0.1212145215,interbank_loan
B019,B178,Directed,5.7934403178,interbank_loan
B020,B003,Directed,0.4984375276,interbank_loan
B020,B025,Directed,0.7062507344,interbank_loan
B020,B028,Directed,0.0944859367,interbank_loan
B020,B031,Directed,0.1223927813,interbank_loan
B021,B006,Directed,1.4045787071,interbank_loan
B021,B001,Directed,1.5726749068,interbank_loan
B021,B013,Directed,1.7836617143,interbank_loan
B021,B003,Directed,0.7312503983,interbank_loan
B021,B012,Directed,1.7723643232,interbank_loan
B021,B018,Directed,0.2344134358,interbank_loan
B021,B002,Directed,0.0941979896,interbank_loan
B021,B029,Directed,0.9203788587,interbank_loan
B021,B039,Directed,0.3122753057,interbank_loan
B021,B067,Directed,0.5834008054,interbank_loan
B021,B068,Directed,0.0754256013,interbank_loan
B021,B100,Directed,3.7474980461,interbank_loan
B021,B116,Directed,2.8747261666,interbank_loan
B021,B119,Directed,1.3795709050,interbank_loan
B021,B122,Directed,1.1531744983,interbank_loan
B021,B126,Directed,0.8683605345,interbank_loan
B021,B184,Directed,0.7073075649,interbank_loan
B022,B013,Directed,0.4665837328,interbank_loan
B023,B006,Directed,5.0223374034,interbank_loan
B023,B001,Directed,5.6233972280,interbank_loan
B023,B030,Directed,1.5455623189,interbank_loan
B023,B035,Directed,4.1679568824,interbank_loan
B023,B037,Directed,3.1452081346,interbank_loan
B023,B038,Directed,2.2726729962,interbank_loan
B023,B041,Directed,0.6422857292,interbank_loan
B023,B044,Directed,3.3323636147,interbank_loan
B023,B046,Directed,2.5047260557,interbank_loan
B023,B049,Directed,6.8298049590,interbank_loan
B023,B054,Directed,5.9614741600,interbank_loan
B023,B055,Directed,7.1536658079,interbank_loan
B023,B059,Directed,0.8704120429,interbank_loan
B023,B061,Directed,3.1885904129,interbank_loan
B023,B070,Directed,2.6585241868,interbank_loan
B023,B077,Directed,2.4622781740,interbank_loan
B023,B080,Directed,4.7711688423,interbank_loan
B023,B090,Directed,2.4943790337,interbank_loan
B023,B091,Directed,0.9772910379,interbank_loan
B023,B096,Directed,2.5149757996,interbank_loan
B023,B097,Directed,2.1496054620,interbank_loan
B023,B098,Directed,1.1793910814,interbank_loan
B023,B104,Directed,16.3209582219,interbank_loan
B023,B108,Directed,0.6264116898,interbank_loan
B023,B112,Directed,0.6103666401,interbank_loan
B023,B123,Directed,3.0558282254,interbank_loan
B023,B124,Directed,1.8351263005,interbank_loan
B023,B126,Directed,3.1049876880,interbank_loan
B023,B129,Directed,0.7653771061,interbank_loan
B023,B130,Directed,4.2801583758,interbank_loan
B023,B136,Directed,2.5219609253,interbank_loan
B023,B146,Directed,2.0176350708,interbank_loan
B023,B156,Directed,5.2038919016,interbank_loan
B023,B165,Directed,1.8654088545,interbank_loan
B023,B177,Directed,0.3762334473,interbank_loan
B023,B178,Directed,35.2035916778,interbank_loan
B023,B180,Directed,5.0215865758,interbank_loan
B023,B183,Directed,4.3533332950,interbank_loan
B023,B187,Directed,3.4204758635,interbank_loan
B023,B190,Directed,3.4902409517,interbank_loan
B023,B196,Directed,2.7078824071,interbank_loan
B023,B198,Directed,5.0198583687,interbank_loan
B023,B200,Directed,1.6044046972,interbank_loan
B024,B017,Directed,1.0607870965,interbank_loan
B024,B021,Directed,0.6111886507,interbank_loan
B024,B002,Directed,0.0677995846,interbank_loan
B024,B012,Directed,1.2756701645,interbank_loan
B024,B006,Directed,1.0109541965,interbank_loan
B024,B034,Directed,0.1401619772,interbank_loan
B024,B056,Directed,1.3641571282,interbank_loan
B024,B063,Directed,0.0647624827,interbank_loan
B024,B064,Directed,1.3201292855,interbank_loan
B024,B077,Directed,0.4956358470,interbank_loan
B024,B083,Directed,0.8873777030,interbank_loan
B024,B084,Directed,0.5399368144,interbank_loan
B024,B094,Directed,0.6852749548,interbank_loan
B024,B106,Directed,0.3064576179,interbank_loan
B024,B107,Directed,0.6884877362,interbank_loan
B024,B108,Directed,0.1260913944,interbank_loan
B024,B118,Directed,0.3715182792,interbank_loan
B024,B125,Directed,0.5329372625,interbank_loan
B024,B131,Directed,0.2156908456,interbank_loan
B024,B144,Directed,0.0108317542,interbank_loan
B024,B153,Directed,0.5808810722,interbank_loan
B024,B163,Directed,0.1349220391,interbank_loan
B024,B183,Directed,0.8762893072,interbank_loan
B024,B199,Directed,0.0139143929,interbank_loan
B025,B024,Directed,0.7167514727,interbank_loan
B025,B008,Directed,0.0846723595,interbank_loan
B025,B003,Directed,0.1575711341,interbank_loan
B025,B031,Directed,0.0386920492,interbank_loan
B025,B038,Directed,0.1369580904,interbank_loan
B025,B048,Directed,0.0976891169,interbank_loan
B025,B050,Directed,0.0847190074,interbank_loan
B025,B055,Directed,0.4311013550,interbank_loan
B025,B099,Directed,0.1251475513,interbank_loan
B025,B137,Directed,0.8650879576,interbank_loan
B025,B153,Directed,0.1739051213,interbank_loan
B025,B156,Directed,0.3136021321,interbank_loan
B026,B012,Directed,0.8851579386,interbank_loan
B026,B009,Directed,0.4916345665,interbank_loan
B026,B054,Directed,0.8326483583,interbank_loan
B026,B079,Directed,0.2545938788,interbank_loan
B026,B113,Directed,0.5877416850,interbank_loan
B027,B024,Directed,0.9854362115,interbank_loan
B027,B001,Directed,0.4659179322,interbank_loan
B027,B059,Directed,0.0721166517,interbank_loan
B027,B111,Directed,0.3767042824,interbank_loan
B028,B021,Directed,0.3240989183,interbank_loan
B028,B001,Directed,0.6002423818,interbank_loan
B028,B041,Directed,0.0685576886,interbank_loan
B029,B003,Directed,0.0496924992,interbank_loan
B029,B014,Directed,0.0183857134,interbank_loan
B029,B025,Directed,0.0704107579,interbank_loan
B029,B032,Directed,0.1412344445,interbank_loan
B029,B034,Directed,0.0132333421,interbank_loan
B029,B137,Directed,0.2728188948,interbank_loan
B029,B149,Directed,0.0216156308,interbank_loan
B029,B188,Directed,0.0379723810,interbank_loan
B030,B006,Directed,1.0866838829,interbank_loan
B030,B017,Directed,1.1402497214,interbank_loan
B030,B021,Directed,0.6569722529,interbank_loan
B030,B001,Directed,1.2167352855,interbank_loan
B030,B012,Directed,1.3712294903,interbank_loan
B030,B015,Directed,0.9459482908,interbank_loan
B030,B005,Directed,0.0025322039,interbank_loan
B030,B014,Directed,0.2093210510,interbank_loan
B030,B033,Directed,0.2391220753,interbank_loan
B030,B065,Directed,0.5104075539,interbank_loan
B030,B068,Directed,0.0583547115,interbank_loan
B030,B101,Directed,0.8387384449,interbank_loan
B030,B117,Directed,1.2851396306,interbank_loan
B030,B126,Directed,0.6718266429,interbank_loan
B031,B029,Directed,0.4290361862,interbank_loan
B031,B002,Directed,0.0439105547,interbank_loan
B031,B046,Directed,0.3265334806,interbank_loan
B031,B048,Directed,0.2113308635,interbank_loan
B031,B057,Directed,0.0115797722,interbank_loan
B031,B076,Directed,0.3777965014,interbank_loan
B031,B083,Directed,0.5747121811,interbank_loan
B031,B112,Directed,0.0795716334,interbank_loan
B031,B117,Directed,0.7743199699,interbank_loan
B031,B153,Directed,0.3762089433,interbank_loan
B031,B155,Directed,0.4406437164,interbank_loan
B031,B159,Directed,0.4167252635,interbank_loan
B031,B178,Directed,4.5893846528,interbank_loan
B032,B031,Directed,0.3794098273,interbank_loan
B032,B001,Directed,3.3230459486,interbank_loan
B032,B034,Directed,0.4114738171,interbank_loan
B032,B037,Directed,1.8586044566,interbank_loan
B032,B038,Directed,1.3429954325,interbank_loan
B032,B039,Directed,0.6598345182,interbank_loan
B032,B048,Directed,0.9579283525,interbank_loan
B032,B051,Directed,2.0389459440,interbank_loan
B032,B054,Directed,3.5228264608,interbank_loan
B032,B055,Directed,4.2273307782,interbank_loan
B032,B073,Directed,6.8486596333,interbank_loan
B032,B075,Directed,1.3670160786,interbank_loan
B032,B084,Directed,1.5850936637,interbank_loan
B032,B087,Directed,2.6739929830,interbank_loan
B032,B088,Directed,2.3257741840,interbank_loan
B032,B096,Directed,1.4861799376,interbank_loan
B032,B098,Directed,0.6969400517,interbank_loan
B032,B099,Directed,1.2271826320,interbank_loan
B032,B106,Directed,0.8996682859,interbank_loan
B032,B111,Directed,2.6867513634,interbank_loan
B032,B113,Directed,2.4866583105,interbank_loan
B032,B114,Directed,2.5498036387,interbank_loan
B032,B120,Directed,0.5582426885,interbank_loan
B032,B122,Directed,2.4366458878,interbank_loan
B032,B124,Directed,1.0844350436,interbank_loan
B032,B132,Directed,3.4498658996,interbank_loan
B032,B146,Directed,1.1922853350,interbank_loan
B032,B152,Directed,8.0634717270,interbank_loan
B032,B153,Directed,1.7052938092,interbank_loan
B032,B154,Directed,0.2989375365,interbank_loan
B032,B158,Directed,1.8340598535,interbank_loan
B032,B165,Directed,1.1023299769,interbank_loan
B032,B166,Directed,0.8815057605,interbank_loan
B032,B174,Directed,2.9213320818,interbank_loan
B032,B178,Directed,20.8029324545,interbank_loan
B032,B185,Directed,0.4397692084,interbank_loan
B032,B197,Directed,0.9509548619,interbank_loan
B032,B199,Directed,0.0408485132,interbank_loan
B034,B002,Directed,0.0199225160,interbank_loan
B034,B004,Directed,0.4171952919,interbank_loan
B034,B003,Directed,0.1546566740,interbank_loan
B034,B113,Directed,0.2488979243,interbank_loan
B034,B126,Directed,0.1836549456,interbank_loan
B036,B017,Directed,0.3538061502,interbank_loan
B036,B007,Directed,0.4478088728,interbank_loan
B036,B006,Directed,0.3371852971,interbank_loan
B036,B084,Directed,0.1800860571,interbank_loan
B036,B111,Directed,0.3052478667,interbank_loan
B037,B006,Directed,0.1794108026,interbank_loan
B037,B031,Directed,0.0229357896,interbank_loan
B037,B012,Directed,0.2263890974,interbank_loan
B037,B001,Directed,0.2008822046,interbank_loan
B037,B004,Directed,0.2519645004,interbank_loan
B037,B041,Directed,0.0229440973,interbank_loan
B037,B057,Directed,0.0031730377,interbank_loan
B037,B074,Directed,0.1168007734,interbank_loan
B037,B079,Directed,0.0651152477,interbank_loan
B037,B132,Directed,0.2085486263,interbank_loan
B038,B006,Directed,0.0172626653,interbank_loan
B038,B012,Directed,0.0217828534,interbank_loan
B038,B003,Directed,0.0089872720,interbank_loan
B038,B004,Directed,0.0242436841,interbank_loan
B038,B040,Directed,0.0096014964,interbank_loan
B039,B014,Directed,0.0898860852,interbank_loan
B039,B015,Directed,0.4062065822,interbank_loan
B039,B004,Directed,0.6553503766,interbank_loan
B039,B003,Directed,0.2429421221,interbank_loan
B040,B002,Directed,0.0461248859,interbank_loan
B040,B012,Directed,0.8678540010,interbank_loan
B040,B046,Directed,0.3429999835,interbank_loan
B040,B059,Directed,0.1191951973,interbank_loan
B040,B068,Directed,0.0369328185,interbank_loan
B040,B129,Directed,0.1048115957,interbank_loan
B041,B006,Directed,0.8093501879,interbank_loan
B041,B013,Directed,1.0277864361,interbank_loan
B041,B054,Directed,0.9606921726,interbank_loan
B041,B063,Directed,0.0518475790,interbank_loan
B041,B134,Directed,0.2238827746,interbank_loan
B042,B023,Directed,2.9320355795,interbank_loan
B042,B003,Directed,0.2367109254,interbank_loan
B042,B028,Directed,0.0448719293,interbank_loan
B042,B091,Directed,0.0884741296,interbank_loan
B042,B107,Directed,0.3096442340,interbank_loan
B042,B154,Directed,0.0457968123,interbank_loan
B043,B006,Directed,0.7250568790,interbank_loan
B043,B012,Directed,0.9149113098,interbank_loan
B043,B032,Directed,1.0728571482,interbank_loan
B043,B023,Directed,4.6756613168,interbank_loan
B043,B024,Directed,1.7170543636,interbank_loan
B043,B150,Directed,0.3002377093,interbank_loan
B044,B003,Directed,0.2677910151,interbank_loan
B044,B012,Directed,0.6490570704,interbank_loan
B044,B111,Directed,0.4656503940,interbank_loan
B044,B169,Directed,0.2843684082,interbank_loan
B045,B023,Directed,12.1196362750,interbank_loan
B045,B025,Directed,1.3863945190,interbank_loan
B045,B007,Directed,2.4959890953,interbank_loan
B045,B006,Directed,1.8793973851,interbank_loan
B045,B112,Directed,0.2284039035,interbank_loan
B046,B014,Directed,0.0427478815,interbank_loan
B046,B024,Directed,0.5255534421,interbank_loan
B046,B064,Directed,0.2897943424,interbank_loan
B046,B088,Directed,0.1739117770,interbank_loan
B046,B104,Directed,0.7211816770,interbank_loan
B046,B127,Directed,0.0071104863,interbank_loan
B046,B148,Directed,0.2305380385,interbank_loan
B047,B001,Directed,0.6357104676,interbank_loan
B047,B117,Directed,0.6714498423,interbank_loan
B047,B196,Directed,0.3061190810,interbank_loan
B048,B003,Directed,0.1403232115,interbank_loan
